"YEAR","REGION","OWNERSHP","VACANCY","vac","vac_se","vac_moe"
"2005","1","Vacant","For migrant farm workers",159,158.99999999999903,261.5549999999984
"2005","1","Vacant","For rent or sale",1810,698.7848178899649,1149.5010254289923
"2005","1","Vacant","For sale only",1466,631.6951491682024,1039.138520381693
"2005","1","Vacant","For seasonal, recreational or other occasional use",7690,1343.4529069218393,2209.9800318864254
"2005","1","Owned or being bought (loan)","Occupied",66922,2914.8880350336726,4794.990817630392
"2005","1","Rented","Occupied",27608,2241.6418349971445,3687.5008185703027
"2005","1","Vacant","Other vacant",3103,827.0534193643673,1360.5028748543841
"2005","1","Vacant","Rented or sold but not (yet) occupied",887,523.7098806701891,861.5027537024612
"2005","2","Vacant","For rent or sale",6727,1190.5629070337638,1958.4759820705415
"2005","2","Vacant","For sale only",4745,1082.455304072582,1780.6389751993975
"2005","2","Vacant","For seasonal, recreational or other occasional use",53445,3539.486304775048,5822.454971354954
"2005","2","Owned or being bought (loan)","Occupied",107755,3951.8015239065917,6500.713506826343
"2005","2","Rented","Occupied",47897,3327.5258482484132,5473.78002036864
"2005","2","Vacant","Other vacant",7682,1360.634398146012,2238.24358495019
"2005","2","Vacant","Rented or sold but not (yet) occupied",2444,729.9979699230394,1200.8466605233998
"2005","3","Vacant","For migrant farm workers",21,20.999999999999968,34.544999999999945
"2005","3","Vacant","For rent or sale",49047,3693.5635359799558,6075.912016687027
"2005","3","Vacant","For sale only",25069,2796.6918655133886,4600.558118769524
"2005","3","Vacant","For seasonal, recreational or other occasional use",17058,2287.797438940108,3763.4267870564777
"2005","3","Owned or being bought (loan)","Occupied",992218,9065.14367049383,14912.16133796235
"2005","3","Rented","Occupied",478472,9392.623316739175,15450.865356035942
"2005","3","Vacant","Other vacant",21384,2486.4854244324515,4090.268523191383
"2005","3","Vacant","Rented or sold but not (yet) occupied",14323,1819.4451328487803,2992.9872435362436
"2005","4","Vacant","For rent or sale",3064,796.7557193969848,1310.6631584080399
"2005","4","Vacant","For sale only",1103,340.7835118206155,560.5888769449125
"2005","4","Vacant","For seasonal, recreational or other occasional use",6500,874.8951462464612,1439.2025155754286
"2005","4","Owned or being bought (loan)","Occupied",64757,2595.476150208413,4269.55826709284
"2005","4","Rented","Occupied",27315,2159.5947078959093,3552.533294488771
"2005","4","Vacant","Other vacant",5226,808.8644473695788,1330.5820159229572
"2005","4","Vacant","Rented or sold but not (yet) occupied",781,371.01751514155666,610.3238124078607
"2006","1","Vacant","For rent or sale",1387,529.0468122024985,870.28200607311
"2006","1","Vacant","For sale only",1392,502.1170587344529,825.982561618175
"2006","1","Vacant","For seasonal, recreational or other occasional use",7835,1202.3708631583206,1977.9000698954374
"2006","1","Owned or being bought (loan)","Occupied",69032,2909.864794538366,4786.727587015612
"2006","1","Rented","Occupied",27940,2314.69949518451,3807.680669578519
"2006","1","Vacant","Other vacant",3016,781.2201503634917,1285.107147347944
"2006","1","Vacant","Rented or sold but not (yet) occupied",1689,571.9811557423419,940.9090011961524
"2006","2","Vacant","For rent or sale",5300,991.1730527647594,1630.4796717980291
"2006","2","Vacant","For sale only",3952,981.0628954414319,1613.8484630011556
"2006","2","Vacant","For seasonal, recreational or other occasional use",65236,3815.425462738685,6276.374886205137
"2006","2","Owned or being bought (loan)","Occupied",113297,3965.0989030490164,6522.587695515632
"2006","2","Rented","Occupied",41609,2893.4973070550272,4759.8030701055195
"2006","2","Vacant","Other vacant",5544,991.9091624332373,1631.6905722026754
"2006","2","Vacant","Rented or sold but not (yet) occupied",2092,683.2959657003769,1124.02186357712
"2006","3","Vacant","For rent or sale",43246,3125.7635307676114,5141.881008112721
"2006","3","Vacant","For sale only",27928,2543.069151813059,4183.348754732482
"2006","3","Vacant","For seasonal, recreational or other occasional use",14592,1695.4831707957962,2789.0698159590847
"2006","3","Owned or being bought (loan)","Occupied",1024224,8271.047882093435,13605.8737660437
"2006","3","Rented","Occupied",483780,8560.645254281832,14082.261443293613
"2006","3","Vacant","Other vacant",29826,2559.3780717191057,4210.176927977929
"2006","3","Vacant","Rented or sold but not (yet) occupied",14232,1837.5038673370282,3022.6938617694113
"2006","4","Vacant","For migrant farm workers",1175,537.6029130443776,884.3567919580012
"2006","4","Vacant","For rent or sale",2284,560.2267084541563,921.5729354070871
"2006","4","Vacant","For sale only",2281,662.6564704742367,1090.0698939301194
"2006","4","Vacant","For seasonal, recreational or other occasional use",8160,968.7292368129758,1593.5595945573452
"2006","4","Owned or being bought (loan)","Occupied",62476,2356.2103983479815,3875.9661052824295
"2006","4","Rented","Occupied",24622,1882.632783684882,3096.930929161631
"2006","4","Vacant","Other vacant",6522,920.1466936041312,1513.641310978796
"2006","4","Vacant","Rented or sold but not (yet) occupied",566,295.01332567488964,485.29692073519345
"2007","1","Vacant","For migrant farm workers",175,175.00000000000097,287.8750000000016
"2007","1","Vacant","For rent or sale",976,444.7769318552021,731.6580529018075
"2007","1","Vacant","For sale only",1387,585.491826104715,963.1340539422562
"2007","1","Vacant","For seasonal, recreational or other occasional use",8692,1372.541767413859,2257.8312073957977
"2007","1","Owned or being bought (loan)","Occupied",71379,3098.271991242739,5096.657425594306
"2007","1","Rented","Occupied",27661,2238.798271964849,3682.8231573821768
"2007","1","Vacant","Other vacant",3306,795.8806277194225,1309.22363259845
"2007","1","Vacant","Rented or sold but not (yet) occupied",1434,631.7421088151431,1039.2157690009103
"2007","2","Vacant","For migrant farm workers",917,515.6548939717536,848.2523005835347
"2007","2","Vacant","For rent or sale",5241,1005.3393629913008,1653.78325212069
"2007","2","Vacant","For sale only",5512,1227.6940115363163,2019.5566489772405
"2007","2","Vacant","For seasonal, recreational or other occasional use",64384,3684.153213631192,6060.432036423311
"2007","2","Owned or being bought (loan)","Occupied",108564,3845.6813295365027,6326.145787087547
"2007","2","Rented","Occupied",47211,3349.977707609975,5510.713329018409
"2007","2","Vacant","Other vacant",6352,1082.2339389099413,1780.2748295068536
"2007","2","Vacant","Rented or sold but not (yet) occupied",2004,700.8439890761119,1152.8883620302042
"2007","3","Vacant","For rent or sale",46672,3294.369305947902,5419.237508284299
"2007","3","Vacant","For sale only",33543,2748.617741387552,4521.476184582523
"2007","3","Vacant","For seasonal, recreational or other occasional use",14781,1699.2928128200128,2795.336677088921
"2007","3","Owned or being bought (loan)","Occupied",1034886,8416.402344394848,13844.981856529525
"2007","3","Rented","Occupied",483850,8560.545144904123,14082.096763367283
"2007","3","Vacant","Other vacant",33790,2766.372941925901,4550.683489468108
"2007","3","Vacant","Rented or sold but not (yet) occupied",14569,1789.4192777167889,2943.5947118441177
"2007","4","Vacant","For migrant farm workers",1094,553.7979362552372,910.9976051398653
"2007","4","Vacant","For rent or sale",2606,657.3135128728542,1081.2807286758452
"2007","4","Vacant","For sale only",3402,760.5649982372647,1251.1294221003004
"2007","4","Vacant","For seasonal, recreational or other occasional use",8772,1038.538091137462,1708.395159921125
"2007","4","Owned or being bought (loan)","Occupied",63160,2441.25663088698,4015.867157809082
"2007","4","Rented","Occupied",23250,1765.1590713388705,2903.686672352442
"2007","4","Vacant","Other vacant",7041,958.5017626616158,1576.735399578358
"2007","4","Vacant","Rented or sold but not (yet) occupied",747,363.22303066588626,597.5018854453829
"2008","1","Vacant","For rent or sale",1589,570.3988029648986,938.3060308772581
"2008","1","Vacant","For sale only",1143,553.5526464889699,910.5941034743555
"2008","1","Vacant","For seasonal, recreational or other occasional use",8509,1305.5741663028741,2147.669503568228
"2008","1","Owned or being bought (loan)","Occupied",69543,2907.159839377852,4782.277935776567
"2008","1","Rented","Occupied",31174,2465.166857254854,4055.199480184235
"2008","1","Vacant","Other vacant",2255,668.1941816606902,1099.1794288318354
"2008","1","Vacant","Rented or sold but not (yet) occupied",1751,689.5002719361316,1134.2279473349365
"2008","2","Vacant","For migrant farm workers",364,364.00000000000045,598.7800000000008
"2008","2","Vacant","For rent or sale",4164,861.7092490119375,1417.511714624637
"2008","2","Vacant","For sale only",6043,1201.9739117300096,1977.247084795866
"2008","2","Vacant","For seasonal, recreational or other occasional use",68356,3832.8507824999906,6305.039537212485
"2008","2","Owned or being bought (loan)","Occupied",109735,3622.9238307684923,5959.70970161417
"2008","2","Rented","Occupied",47296,3109.736399256768,5115.516376777384
"2008","2","Vacant","Other vacant",7512,1194.6556909760282,1965.2086116555663
"2008","2","Vacant","Rented or sold but not (yet) occupied",1476,618.2916246283063,1017.0897225135639
"2008","3","Vacant","For rent or sale",42529,3082.9016201971317,5071.373165224281
"2008","3","Vacant","For sale only",24866,2348.8370407414695,3863.8369320197176
"2008","3","Vacant","For seasonal, recreational or other occasional use",12242,1601.9093300121328,2635.1408478699586
"2008","3","Owned or being bought (loan)","Occupied",1039070,8508.227556553078,13996.034330529814
"2008","3","Rented","Occupied",511801,8678.129557659111,14275.523122349237
"2008","3","Vacant","Other vacant",36164,2812.514424118329,4626.586227674651
"2008","3","Vacant","Rented or sold but not (yet) occupied",14698,1848.5817884847572,3040.9170420574255
"2008","4","Vacant","For migrant farm workers",332,184.33246365231747,303.22690270806225
"2008","4","Vacant","For rent or sale",3144,757.7211701241288,1246.4513248541919
"2008","4","Vacant","For sale only",1184,474.2671321517091,780.1694323895615
"2008","4","Vacant","For seasonal, recreational or other occasional use",9391,1098.4230351824062,1806.9058928750583
"2008","4","Owned or being bought (loan)","Occupied",62782,2576.2783267924247,4237.977847573538
"2008","4","Rented","Occupied",26439,1982.1389189121328,3260.6185216104586
"2008","4","Vacant","Other vacant",5786,911.1624386924756,1498.8622116491224
"2008","4","Vacant","Rented or sold but not (yet) occupied",786,256.30127921043646,421.615604301168
"2009","1","Vacant","For rent or sale",1897,608.6033933640624,1001.1525820838826
"2009","1","Vacant","For sale only",1246,489.98924572701384,806.0323092209378
"2009","1","Vacant","For seasonal, recreational or other occasional use",11465,1567.1959024572072,2578.037259542106
"2009","1","Owned or being bought (loan)","Occupied",72995,2994.407846754994,4925.800907911965
"2009","1","Rented","Occupied",27634,2270.974926623799,3735.7537542961495
"2009","1","Vacant","Other vacant",3066,764.877356578266,1258.2232515712476
"2009","1","Vacant","Rented or sold but not (yet) occupied",386,303.59080788573885,499.40687897204043
"2009","2","Vacant","For migrant farm workers",190,189.99999999999972,312.54999999999956
"2009","2","Vacant","For rent or sale",5373,1008.7924855948006,1659.463638803447
"2009","2","Vacant","For sale only",4270,916.6622714502566,1507.9094365356723
"2009","2","Vacant","For seasonal, recreational or other occasional use",65521,3589.559519695666,5904.825409899371
"2009","2","Owned or being bought (loan)","Occupied",121361,3985.240239402557,6555.720193817207
"2009","2","Rented","Occupied",41021,2701.538029406361,4444.030058373464
"2009","2","Vacant","Other vacant",6462,1213.2377042841279,1995.7760235473904
"2009","2","Vacant","Rented or sold but not (yet) occupied",2685,745.2235055080699,1225.892666560775
"2009","3","Vacant","For migrant farm workers",319,258.6491676346046,425.4778807589246
"2009","3","Vacant","For rent or sale",44209,3158.1402223446626,5195.14066575697
"2009","3","Vacant","For sale only",26536,2512.7705983245587,4133.507634243899
"2009","3","Vacant","For seasonal, recreational or other occasional use",17852,1941.0860925882082,3193.0866223076027
"2009","3","Owned or being bought (loan)","Occupied",1024932,8414.052028265964,13841.11558649751
"2009","3","Rented","Occupied",532883,8797.804909533977,14472.389076183394
"2009","3","Vacant","Other vacant",32322,2618.577144807546,4307.559403208414
"2009","3","Vacant","Rented or sold but not (yet) occupied",13149,1728.2174301929495,2842.917672667402
"2009","4","Vacant","For migrant farm workers",297,157.59465968061434,259.2432151746106
"2009","4","Vacant","For rent or sale",3459,811.8494323359433,1335.4923161926267
"2009","4","Vacant","For sale only",1840,514.2159346043816,845.8852124242077
"2009","4","Vacant","For seasonal, recreational or other occasional use",9230,1096.7742449754046,1804.1936329845405
"2009","4","Owned or being bought (loan)","Occupied",61780,2396.069803179121,3941.5348262296543
"2009","4","Rented","Occupied",27538,2121.325791299691,3489.580926687992
"2009","4","Vacant","Other vacant",5101,793.8512583999259,1305.8853200678782
"2009","4","Vacant","Rented or sold but not (yet) occupied",883,340.61471852338747,560.3112119709724
"2010","1","Vacant","For rent or sale",3317,865.550663006116,1423.8308406450608
"2010","1","Vacant","For sale only",1865,639.9300069411923,1052.6848614182613
"2010","1","Vacant","For seasonal, recreational or other occasional use",13598,1772.8331609046713,2916.3105496881844
"2010","1","Owned or being bought (loan)","Occupied",73381,3100.626957238791,5100.531344657811
"2010","1","Rented","Occupied",27556,2227.1600226537616,3663.678237265438
"2010","1","Vacant","Other vacant",3604,870.3238592086615,1431.6827483982481
"2010","1","Vacant","Rented or sold but not (yet) occupied",1069,454.83924041575546,748.2105504839177
"2010","2","Vacant","For migrant farm workers",213,213.00000000000105,350.38500000000175
"2010","2","Vacant","For rent or sale",7262,1208.3825156123219,1987.7892381822694
"2010","2","Vacant","For sale only",5228,1016.7695651713188,1672.5859347068194
"2010","2","Vacant","For seasonal, recreational or other occasional use",67280,3599.800760614847,5921.672251211424
"2010","2","Owned or being bought (loan)","Occupied",120570,3978.958143949221,6545.386146796468
"2010","2","Rented","Occupied",46992,2813.0500674145865,4627.467360896995
"2010","2","Vacant","Other vacant",8901,1238.8536251630107,2037.9142133931527
"2010","2","Vacant","Rented or sold but not (yet) occupied",1069,366.81530548861525,603.4111775287721
"2010","3","Vacant","For migrant farm workers",65,64.9999999999995,106.92499999999919
"2010","3","Vacant","For rent or sale",37498,2916.788530797776,4798.117133162341
"2010","3","Vacant","For sale only",22835,2302.3252939169943,3787.3251084934554
"2010","3","Vacant","For seasonal, recreational or other occasional use",17029,1845.7201179407234,3036.20959401249
"2010","3","Owned or being bought (loan)","Occupied",1032769,8605.340000975099,14155.784301604037
"2010","3","Rented","Occupied",569714,8860.218582566918,14575.05956832258
"2010","3","Vacant","Other vacant",27387,2386.0857514662243,3925.1110611619392
"2010","3","Vacant","Rented or sold but not (yet) occupied",14364,1774.5930237052235,2919.205523995093
"2010","4","Vacant","For migrant farm workers",73,73.00000000000036,120.08500000000059
"2010","4","Vacant","For rent or sale",1972,563.8747536318717,927.573969724429
"2010","4","Vacant","For sale only",2850,654.205249133527,1076.167634824652
"2010","4","Vacant","For seasonal, recreational or other occasional use",8515,978.297405525181,1609.2992320889227
"2010","4","Owned or being bought (loan)","Occupied",62890,2457.532935391517,4042.641678719046
"2010","4","Rented","Occupied",26711,1820.8413912400829,2995.2840885899363
"2010","4","Vacant","Other vacant",6310,923.1534823150465,1518.5874784082516
"2010","4","Vacant","Rented or sold but not (yet) occupied",1375,518.5920969166232,853.0839994278451
"2011","1","Vacant","For migrant farm workers",312,311.9999999999982,513.239999999997
"2011","1","Vacant","For rent or sale",3494,1111.3877683123987,1828.232878873896
"2011","1","Vacant","For sale only",983,386.3887631316241,635.6095153515216
"2011","1","Vacant","For seasonal, recreational or other occasional use",12958,1833.2461764009365,3015.689960179541
"2011","1","Owned or being bought (loan)","Occupied",73059,3436.5329297523504,5653.096669442616
"2011","1","Rented","Occupied",31903,2637.4816839539353,4338.657370104223
"2011","1","Vacant","Other vacant",2195,722.4499229817923,1188.4301233050483
"2011","1","Vacant","Rented or sold but not (yet) occupied",1101,400.96850070764856,659.5931836640818
"2011","2","Vacant","For migrant farm workers",280,174.41285301740706,286.9091432136346
"2011","2","Vacant","For rent or sale",7449,1344.6167141845256,2211.8944948335447
"2011","2","Vacant","For sale only",5114,1035.5011463162566,1703.399385690242
"2011","2","Vacant","For seasonal, recreational or other occasional use",68980,4007.33421350108,6592.064781209277
"2011","2","Owned or being bought (loan)","Occupied",118246,4280.904260315108,7042.087508218353
"2011","2","Rented","Occupied",50944,3171.78722156903,5217.589979481054
"2011","2","Vacant","Other vacant",6263,1227.774243135292,2019.6886299575553
"2011","2","Vacant","Rented or sold but not (yet) occupied",3715,1092.6409751781655,1797.3944041680822
"2011","3","Vacant","For rent or sale",30147,2868.5080688001285,4718.695773176211
"2011","3","Vacant","For sale only",20983,2408.493913414324,3961.9724875665634
"2011","3","Vacant","For seasonal, recreational or other occasional use",18159,2004.383046614241,3297.2101116804265
"2011","3","Owned or being bought (loan)","Occupied",1022347,10304.01014840154,16950.096694120533
"2011","3","Rented","Occupied",590568,9998.648635086409,16447.777004717143
"2011","3","Vacant","Other vacant",31223,2746.2715569373363,4517.616711161918
"2011","3","Vacant","Rented or sold but not (yet) occupied",14698,1921.8505264257346,3161.4441159703333
"2011","4","Vacant","For migrant farm workers",296,191.8742206063913,315.6330928975137
"2011","4","Vacant","For rent or sale",2452,661.8726758902887,1088.780551839525
"2011","4","Vacant","For sale only",2866,678.207533907449,1115.6513932777536
"2011","4","Vacant","For seasonal, recreational or other occasional use",7809,905.4274043238242,1489.4280801126909
"2011","4","Owned or being bought (loan)","Occupied",62208,2304.2170087612976,3790.4369794123345
"2011","4","Rented","Occupied",26123,1792.810970975437,2949.174047254594
"2011","4","Vacant","Other vacant",7172,917.6871696045736,1509.5953939995236
"2011","4","Vacant","Rented or sold but not (yet) occupied",614,281.67112087723984,463.34899384305953
"2012","1","Vacant","For migrant farm workers",247,246.99999999999912,406.3149999999986
"2012","1","Vacant","For rent or sale",3038,779.2916291343547,1281.9347299260135
"2012","1","Vacant","For sale only",2523,776.1949659585111,1276.8407190017508
"2012","1","Vacant","For seasonal, recreational or other occasional use",14008,1740.5040942646651,2863.1292350653744
"2012","1","Owned or being bought (loan)","Occupied",92229,3662.253730035648,6024.407385908641
"2012","1","Rented","Occupied",39344,2794.1071489589863,4596.306260037532
"2012","1","Vacant","Other vacant",4058,971.6584000815637,1598.3780681341723
"2012","1","Vacant","Rented or sold but not (yet) occupied",332,293.8723024496497,483.41993752967375
"2012","2","Vacant","For migrant farm workers",176,130.17438674658302,214.13686619812907
"2012","2","Vacant","For rent or sale",9033,1394.671306307077,2294.2342988751416
"2012","2","Vacant","For sale only",4145,968.1264089586159,1592.5679427369232
"2012","2","Vacant","For seasonal, recreational or other occasional use",59605,3377.5911179084533,5556.137388959406
"2012","2","Owned or being bought (loan)","Occupied",90791,3711.3606519575674,6105.188272470198
"2012","2","Rented","Occupied",38146,2732.5964761276114,4495.121203229921
"2012","2","Vacant","Other vacant",6320,1075.7244733135137,1769.56675860073
"2012","2","Vacant","Rented or sold but not (yet) occupied",2813,778.451929225876,1280.553423576566
"2012","3","Vacant","For migrant farm workers",589,394.1121796527591,648.3145355287887
"2012","3","Vacant","For rent or sale",29275,2642.592109011339,4347.064019323652
"2012","3","Vacant","For sale only",14969,1969.25902023408,3239.431088285062
"2012","3","Vacant","For seasonal, recreational or other occasional use",26485,2521.313876605822,4147.561327016577
"2012","3","Owned or being bought (loan)","Occupied",1043305,9399.336177036974,15461.908011225822
"2012","3","Rented","Occupied",613394,9638.050263172967,15854.59268291953
"2012","3","Vacant","Other vacant",24948,2313.7289875315823,3806.084184489453
"2012","3","Vacant","Rented or sold but not (yet) occupied",12203,1671.1211737105873,2748.994330753916
"2012","4","Vacant","For migrant farm workers",42,41.99999999999977,69.08999999999962
"2012","4","Vacant","For rent or sale",2463,636.1329804754995,1046.4387528821967
"2012","4","Vacant","For sale only",1309,371.2281750658148,610.6703479832654
"2012","4","Vacant","For seasonal, recreational or other occasional use",7030,820.8912986570747,1350.366186290888
"2012","4","Owned or being bought (loan)","Occupied",54254,2233.9606021443847,3674.865190527513
"2012","4","Rented","Occupied",24626,1806.6930630236452,2972.0100886738965
"2012","4","Vacant","Other vacant",8298,1017.045386165984,1673.0396602430437
"2012","4","Vacant","Rented or sold but not (yet) occupied",538,224.00730578530906,368.4920180168334
"2013","1","Vacant","For migrant farm workers",122,122.00000000000028,200.69000000000048
"2013","1","Vacant","For rent or sale",5301,1102.243460464792,1813.1904924645828
"2013","1","Vacant","For sale only",2297,678.3661969277426,1115.9123939461367
"2013","1","Vacant","For seasonal, recreational or other occasional use",14197,1709.912380442226,2812.8058658274617
"2013","1","Owned or being bought (loan)","Occupied",87701,3657.8571276725525,6017.1749750213485
"2013","1","Rented","Occupied",40355,2877.144671006856,4732.902983806278
"2013","1","Vacant","Other vacant",4058,1016.1924957468661,1671.6366555035947
"2013","1","Vacant","Rented or sold but not (yet) occupied",474,274.9679377082613,452.3222575300898
"2013","2","Vacant","For rent or sale",5713,1156.2041982692444,1901.9559061529071
"2013","2","Vacant","For sale only",4545,967.1522266490796,1590.965412837736
"2013","2","Vacant","For seasonal, recreational or other occasional use",70717,3739.0809188670414,6150.788111536283
"2013","2","Owned or being bought (loan)","Occupied",85255,3565.830620532755,5865.791370776382
"2013","2","Rented","Occupied",35975,2544.716883029215,4186.059272583058
"2013","2","Vacant","Other vacant",8539,1183.5559952810972,1946.949612237405
"2013","2","Vacant","Rented or sold but not (yet) occupied",1118,432.59762879281305,711.6230993641775
"2013","3","Vacant","For rent or sale",26922,2613.675612157935,4299.496381999803
"2013","3","Vacant","For sale only",10388,1573.9156407499192,2589.0912290336173
"2013","3","Vacant","For seasonal, recreational or other occasional use",23727,2336.115337586204,3842.9097303293056
"2013","3","Owned or being bought (loan)","Occupied",1070831,9322.043323454782,15334.761267083117
"2013","3","Rented","Occupied",603837,9608.938833626013,15806.70438131479
"2013","3","Vacant","Other vacant",31563,2728.511408125671,4488.401266366729
"2013","3","Vacant","Rented or sold but not (yet) occupied",14752,2030.2053396112656,3339.6877836605317
"2013","4","Vacant","For migrant farm workers",125,125.00000000000026,205.62500000000043
"2013","4","Vacant","For rent or sale",2539,673.4287815208831,1107.7903456018528
"2013","4","Vacant","For sale only",1240,438.8623365127106,721.928543563409
"2013","4","Vacant","For seasonal, recreational or other occasional use",6638,835.5826457966699,1374.533452335522
"2013","4","Owned or being bought (loan)","Occupied",53791,2277.2849013059254,3746.133662648247
"2013","4","Rented","Occupied",25049,1903.3438799697487,3131.000682550237
"2013","4","Vacant","Other vacant",8638,1181.409284901474,1943.4182736629245
"2013","4","Vacant","Rented or sold but not (yet) occupied",884,358.53165392642046,589.7845707089616
"2014","1","Vacant","For migrant farm workers",682,366.04842903178803,602.1496657572914
"2014","1","Vacant","For rent or sale",3773,906.2282671614621,1490.745499480605
"2014","1","Vacant","For sale only",2742,780.2156313736326,1283.4547136096257
"2014","1","Vacant","For seasonal, recreational or other occasional use",11245,1418.3920731417784,2333.2549603182256
"2014","1","Owned or being bought (loan)","Occupied",89472,3620.082957735448,5955.036465474812
"2014","1","Rented","Occupied",44168,2961.0326593794402,4870.898724679179
"2014","1","Vacant","Other vacant",4015,859.7681475113287,1414.3186026561357
"2014","1","Vacant","Rented or sold but not (yet) occupied",108,83.00476043734585,136.54283091943392
"2014","2","Vacant","For migrant farm workers",208,147.62471581624848,242.84265751772875
"2014","2","Vacant","For rent or sale",5468,1087.3234986278192,1788.6471552427624
"2014","2","Vacant","For sale only",2954,718.4617695226592,1181.8696108647744
"2014","2","Vacant","For seasonal, recreational or other occasional use",71501,3684.539499748298,6061.0674770859505
"2014","2","Owned or being bought (loan)","Occupied",88164,3644.4966898481953,5995.197054800281
"2014","2","Rented","Occupied",34180,2556.8096607179255,4205.951891880987
"2014","2","Vacant","Other vacant",9830,1430.9433154162482,2353.901753859728
"2014","2","Vacant","Rented or sold but not (yet) occupied",1170,511.2233779086139,840.9624566596699
"2014","3","Vacant","For migrant farm workers",378,260.41640132318406,428.3849801766378
"2014","3","Vacant","For rent or sale",26805,2622.4723110346126,4313.966951651938
